link,headline,category,short_description,authors,date,combined_text
https://www.huffingtonpost.com/entry/jeb-comeback-watch-hank-greenberg_us_56afef58e4b09214b14f5062,Jeb! Comeback Watch: Former AIG Failure To The Rescue,POLITICS,Hank Greenberg is doubling down on his Jeb bets. What could go wrong?,Jason Linkins,2016-02-02,Jeb! Comeback Watch: Former AIG Failure To The Rescue Hank Greenberg is doubling down on his Jeb bets. What could go wrong? Jason Linkins
https://www.huffingtonpost.com/entry/prostate-adventures-anoth_us_5baebdd4e4b014374e2ec7eb,Prostate Adventures: Another Reason to Appreciate the California Stem Cell Program,SCIENCE,"Cancer is tough to kill. It may go into remission and come back later. Fortunately, the California stem cell program is pretty tough too.","Don C. Reed, Contributor
Sponsor, California’s Roman Reed Spinal Cord Injury Research A...",2014-01-25,"Prostate Adventures: Another Reason to Appreciate the California Stem Cell Program Cancer is tough to kill. It may go into remission and come back later. Fortunately, the California stem cell program is pretty tough too. Don C. Reed, Contributor
Sponsor, California’s Roman Reed Spinal Cord Injury Research A..."
https://www.huffingtonpost.com/entry/data-hoarding-surveillance_b_5179305.html,Is Data Hoarding Necessary For Lawful Surveillance?,POLITICS,"One essential question has received little attention: Is amassing mountains of privacy-sensitive ""metadata"" technically necessary for effective, lawful electronic tracking and surveillance of legitimate targets? The answer is emphatically no.","Joan Feigenbaum and Bryan Ford, Contributors",2014-04-19,"Is Data Hoarding Necessary For Lawful Surveillance? One essential question has received little attention: Is amassing mountains of privacy-sensitive ""metadata"" technically necessary for effective, lawful electronic tracking and surveillance of legitimate targets? The answer is emphatically no. Joan Feigenbaum and Bryan Ford, Contributors"
https://www.huffingtonpost.com/entry/kicking-off-native-american-heritage-month-with-a-chat-about-dapl_us_581ce2c3e4b0e80b02c9f156,Kicking Off Native American Heritage Month With A Chat About The #DAPL,POLITICS,"Native American Heritage Month should be a time to celebrate the indigenous people of America but instead we have to face other realities: Native Americans are disproportionately affected by police brutality, and they've spent the last several weeks at the #DAPL protest at Standing Rock, North Dakota.",Jessica Carro,2016-11-04,"Kicking Off Native American Heritage Month With A Chat About The #DAPL Native American Heritage Month should be a time to celebrate the indigenous people of America but instead we have to face other realities: Native Americans are disproportionately affected by police brutality, and they've spent the last several weeks at the #DAPL protest at Standing Rock, North Dakota. Jessica Carro"
https://www.huffingtonpost.com/entry/my-friend-michael-and-the_b_5375849.html,My Friend Michael And The Power Of Acknowledgement,RELIGION,"Something extraordinary happened in that room. In the midst of the roomful of people acknowledging each other for their best qualities, one could palpably feel the energy in the room spiraling up and rising. Until a moment came when the energy had lifted to a place of unification.","Mike Schwager, ContributorPresident, Worldlink Media Consultants",2014-06-08,"My Friend Michael And The Power Of Acknowledgement Something extraordinary happened in that room. In the midst of the roomful of people acknowledging each other for their best qualities, one could palpably feel the energy in the room spiraling up and rising. Until a moment came when the energy had lifted to a place of unification. Mike Schwager, ContributorPresident, Worldlink Media Consultants"
https://www.huffpost.com/entry/california-paper-receipt-ban_n_5c9a964be4b072a7f600da43,California May Require Businesses To Switch To Electronic Receipts,POLITICS,An effort to cut back on wasteful paper receipts has cleared its first hurdle.,Lydia O'Connor,2019-03-27,California May Require Businesses To Switch To Electronic Receipts An effort to cut back on wasteful paper receipts has cleared its first hurdle. Lydia O'Connor
https://www.huffingtonpost.com/entry/religious-profiles-anothe_b_6572260.html,Religious Profiles: Another Amazing American Muslim Woman (PHOTOS),RELIGION,"Hanif established Muslimat An-Nisaa in 1987 to help Muslim women and children access health, education and well-being services that were otherwise unattainable. Soon, she began providing shelter services as well, to those who needed it.","Engy Abdelkader, Contributor",2015-02-02,"Religious Profiles: Another Amazing American Muslim Woman (PHOTOS) Hanif established Muslimat An-Nisaa in 1987 to help Muslim women and children access health, education and well-being services that were otherwise unattainable. Soon, she began providing shelter services as well, to those who needed it. Engy Abdelkader, Contributor"
https://www.huffingtonpost.com/entry/clergywomen-rising-study-finds-gender-pay-gap-closes_us_597b59aee4b06b305561cfeb,Clergywomen Rising: Study Finds Gender Pay Gap Closes To 7 Cents On The Dollar,RELIGION,Women ministers are making dramatic strides in achieving equal pay with male clergy. The gender pay gap shrunk from women,"David Briggs, ContributorDavid Briggs writes the Ahead of the Trend column on religion ...",2017-07-31,"Clergywomen Rising: Study Finds Gender Pay Gap Closes To 7 Cents On The Dollar Women ministers are making dramatic strides in achieving equal pay with male clergy. The gender pay gap shrunk from women David Briggs, ContributorDavid Briggs writes the Ahead of the Trend column on religion ..."
https://www.huffingtonpost.com/entry/composting-religion_us_58f0ee45e4b0156697224eab,Composting Religion,RELIGION,"As I don my vestments and stole to take part in ritual ceremonies of Holy Week, the most sacred liturgical moment of the","Jennifer Bailey, ContributorFounder, Faith Matters Network and Public Voices Fellow at the...",2017-04-14,"Composting Religion As I don my vestments and stole to take part in ritual ceremonies of Holy Week, the most sacred liturgical moment of the Jennifer Bailey, ContributorFounder, Faith Matters Network and Public Voices Fellow at the..."
https://www.huffingtonpost.com/entry/larsen-c-ice-shelf-antarctica_us_59096ab7e4b02655f84218df,'Significant' New Rift Could Sever Massive Iceberg From Antarctica,SCIENCE,An island of ice the size of Delaware is perilously close to breaking away.,Nick Visser,2017-05-03,'Significant' New Rift Could Sever Massive Iceberg From Antarctica An island of ice the size of Delaware is perilously close to breaking away. Nick Visser
https://www.huffingtonpost.com/entry/alien-life-billions-planets_us_5baeace6e4b014374e2d8007,Alien Life? Study Suggests Vast Number Of Planets Could Harbor It,SCIENCE,"""The habitable zone would be very, very small. Consequently, the chances that you would actually find any planet at the right",,2012-04-29,"Alien Life? Study Suggests Vast Number Of Planets Could Harbor It ""The habitable zone would be very, very small. Consequently, the chances that you would actually find any planet at the right "
https://www.huffingtonpost.com/entry/progressive-christians-need-to-take-a-stand-against_us_5966e5f4e4b051f16255e5e1,Progressive Christians Need To Take A Stand Against Pence And Trump: Have A Sunday Walkout,RELIGION,"By now, we know that roughly 81% of white evangelicals voted for Trump and his administration, and according to Pew Research","Nancy Hightower, ContributorAuthor, academic, post-evangelical Christian",2017-07-13,"Progressive Christians Need To Take A Stand Against Pence And Trump: Have A Sunday Walkout By now, we know that roughly 81% of white evangelicals voted for Trump and his administration, and according to Pew Research Nancy Hightower, ContributorAuthor, academic, post-evangelical Christian"
https://www.huffingtonpost.com/entry/paul-ryan-obama-immigration_us_56362fb1e4b063179912b276,Paul Ryan Says There Will Be No Immigration Reform Under Obama,POLITICS,The newly elected speaker says the president can't be trusted.,Sam Stein,2015-11-01,Paul Ryan Says There Will Be No Immigration Reform Under Obama The newly elected speaker says the president can't be trusted. Sam Stein
https://www.huffingtonpost.com/entry/reb-zalmans-unique-funeral_b_5624925.html,Reb Zalman's Unique Funeral,RELIGION,"His leaving was as unconventional as his teaching and his life. Rabbi Zalman Schachter-Shalomi wanted no casket, no plain pine box. For his funeral, held on the Fourth of July, he wanted to be clothed in his white kittel.","Sara Davidson, ContributorAuthor of ""The December Project,"" ""Loose Change"" and ""Joan: Fo...",2014-07-27,"Reb Zalman's Unique Funeral His leaving was as unconventional as his teaching and his life. Rabbi Zalman Schachter-Shalomi wanted no casket, no plain pine box. For his funeral, held on the Fourth of July, he wanted to be clothed in his white kittel. Sara Davidson, ContributorAuthor of ""The December Project,"" ""Loose Change"" and ""Joan: Fo..."
https://www.huffingtonpost.com/entry/what-if-obama-really-went_b_5685628.html,What If Obama Really Went Off the Deep End Like Honduras' Mel Zelaya,POLITICS,Just imagine this story. President Barack Obama decides he wants to have a national referendum on being able to have a national referendum during the next general elections.,"Marco Cáceres, ContributorEditor, Honduras Weekly",2014-08-17,"What If Obama Really Went Off the Deep End Like Honduras' Mel Zelaya Just imagine this story. President Barack Obama decides he wants to have a national referendum on being able to have a national referendum during the next general elections. Marco Cáceres, ContributorEditor, Honduras Weekly"
https://www.huffingtonpost.com/entry/savely-bible-lost_n_5864808.html,This Woman Spent 40 Years Thinking She'd Lost Her Dad's Special Bible,RELIGION,,Carol Kuruvilla,2014-09-27,This Woman Spent 40 Years Thinking She'd Lost Her Dad's Special Bible  Carol Kuruvilla
https://www.huffingtonpost.com/entry/bob-dole-hospitalized_us_59c547e6e4b0cdc773312018,Former Republican Presidential Candidate Bob Dole Hospitalized,POLITICS,"He's been hospitalized since last week due to low blood pressure, his spokeswoman said.","Gina Cherelus, Reuters",2017-09-22,"Former Republican Presidential Candidate Bob Dole Hospitalized He's been hospitalized since last week due to low blood pressure, his spokeswoman said. Gina Cherelus, Reuters"
https://www.huffingtonpost.com/entry/lake-whillans-sub-subglacial-life-antarctica-video_us_5baeb4f3e4b014374e2e2863,Lake Whillans Submarine Played Key Role In Search For Subglacial Life (VIDEO),SCIENCE,"By: Becky Oskin, OurAmazingPlanet Staff Writer Published: 03/01/2013 02:53 PM EST on LiveScience Antarctic Album: Drilling",,2013-03-03,"Lake Whillans Submarine Played Key Role In Search For Subglacial Life (VIDEO) By: Becky Oskin, OurAmazingPlanet Staff Writer Published: 03/01/2013 02:53 PM EST on LiveScience Antarctic Album: Drilling "
https://www.huffingtonpost.com/entry/gay-adoption-rights_us_55d49470e4b055a6dab22ea3,"Despite Same-Sex Marriage Ruling, Gay Adoption Rights Uncertain In Some States",POLITICS,“A person’s lifestyle shouldn’t matter if they can provide love and compassion.”,"Rebecca Beitsch, Pew's Stateline",2015-08-19,"Despite Same-Sex Marriage Ruling, Gay Adoption Rights Uncertain In Some States “A person’s lifestyle shouldn’t matter if they can provide love and compassion.” Rebecca Beitsch, Pew's Stateline"
https://www.huffingtonpost.com/entry/the-abortion-ministry-of-_n_5645746.html,What It's Like To Get An Abortion In A State Where It's Nearly Banned,POLITICS,,,2014-08-03,What It's Like To Get An Abortion In A State Where It's Nearly Banned  
https://www.huffingtonpost.com/entry/911-memorial-brats-never-forget_us_590e02d4e4b0f7118072450e,9/11 Memorial Brats - Never Forget!,POLITICS,"After looking for about ten minutes, Laura whispers my name. “Bert, over here.” She is standing next to a bronze parapet","Bert Fulks, ContributorWriter, speaker, musician, business manager, and non-profit di...",2017-05-06,"9/11 Memorial Brats - Never Forget! After looking for about ten minutes, Laura whispers my name. “Bert, over here.” She is standing next to a bronze parapet Bert Fulks, ContributorWriter, speaker, musician, business manager, and non-profit di..."
https://www.huffingtonpost.com/entry/jewish-tartan-scotland_us_56fb78aee4b0daf53aee02ac,This Is The World's First Official 'Jewish Tartan',RELIGION,"The design, created by a Scottish rabbi, celebrates both Scotland's history and Jewish values.",Dominique Mosbergen,2016-03-30,"This Is The World's First Official 'Jewish Tartan' The design, created by a Scottish rabbi, celebrates both Scotland's history and Jewish values. Dominique Mosbergen"
https://www.huffingtonpost.com/entry/white-supremacist-murders-2017-report_us_5a5f59b0e4b0ee2ff32c4bea,"Murders By U.S. White Supremacists More Than Doubled In 2017, New Report Shows",POLITICS,And right-wing extremists killed more than twice as many people as Islamic extremists.,Christopher Mathias,2018-01-17,"Murders By U.S. White Supremacists More Than Doubled In 2017, New Report Shows And right-wing extremists killed more than twice as many people as Islamic extremists. Christopher Mathias"
https://www.huffingtonpost.com/entry/extreme-measures-pope-visit_us_55ba801ae4b0d4f33a020c05,Extreme Measures Americans Are Already Taking Before Pope Visit,RELIGION,Ever slept in a zoo?,Antonia Blumberg,2015-08-02,Extreme Measures Americans Are Already Taking Before Pope Visit Ever slept in a zoo? Antonia Blumberg
https://www.huffingtonpost.com/entry/gop-tax-plan-debt-cbo_us_5a03306ae4b04e96f0c70a68,GOP Tax Plan Estimated To Add $1.7 Trillion To National Debt,POLITICS,The Republican plan sharply reduces individual and corporate tax rates.,Matt Fuller and Arthur Delaney,2017-11-08,GOP Tax Plan Estimated To Add $1.7 Trillion To National Debt The Republican plan sharply reduces individual and corporate tax rates. Matt Fuller and Arthur Delaney
https://www.huffingtonpost.com/entry/qwerty-effect-baby-names_n_5822960.html,Scientists Discover Spooky Influence On Baby Name Choices,SCIENCE,,Jacqueline Howard,2014-09-16,Scientists Discover Spooky Influence On Baby Name Choices  Jacqueline Howard
https://www.huffingtonpost.com/entry/if-you-like-to-blow-s-up-check-out-these-chemistry-gifs_us_55fb2167e4b08820d917edca,"If You Like To Blow S*** Up, Check Out These Chemistry GIFs",SCIENCE,Blammo!,David Freeman,2015-09-28,"If You Like To Blow S*** Up, Check Out These Chemistry GIFs Blammo! David Freeman"
https://www.huffingtonpost.com/entry/jeb-bush-immigration-sanctuary-cities_us_55bf7999e4b0d4f33a0349e3,Jeb Bush Calls For Crackdown On Sanctuary Cities In Immigration Plan,POLITICS,"Bush's proposals are heavy on enforcement, light on detail about undocumented immigrants.",Elise Foley,2015-08-03,"Jeb Bush Calls For Crackdown On Sanctuary Cities In Immigration Plan Bush's proposals are heavy on enforcement, light on detail about undocumented immigrants. Elise Foley"
https://www.huffingtonpost.com/entry/same-sex-marriage-and-its_b_7701896.html,Same Sex Marriage and Its Discontents,POLITICS,,"Jeff Danziger, ContributorPolitical cartoonist syndicated by the NYTimes worldwide",2015-07-01,"Same Sex Marriage and Its Discontents  Jeff Danziger, ContributorPolitical cartoonist syndicated by the NYTimes worldwide"
https://www.huffingtonpost.com/entry/trump-tax-returns-elizabeth-warren_us_58f60b36e4b0b9e9848e56c8,Elizabeth Warren: Americans Should Keep Demanding To See Trump's Taxes,POLITICS,"""The issue is not over.""",Marina Fang,2017-04-18,"Elizabeth Warren: Americans Should Keep Demanding To See Trump's Taxes ""The issue is not over."" Marina Fang"
https://www.huffingtonpost.com/entry/religious-persecution-on_b_7870614.html,Religious Persecution On the Rise: Minorities Under Threat in the Middle East,RELIGION,"With religious liberty under siege around the world, people of goodwill should stand for the rights of believers everywhere. Unpopular minority faiths are like the proverbial canary in the mine: When they die, further violations of human life and dignity inevitably are coming.","Doug Bandow, ContributorContributing writer, policy analyst",2015-07-25,"Religious Persecution On the Rise: Minorities Under Threat in the Middle East With religious liberty under siege around the world, people of goodwill should stand for the rights of believers everywhere. Unpopular minority faiths are like the proverbial canary in the mine: When they die, further violations of human life and dignity inevitably are coming. Doug Bandow, ContributorContributing writer, policy analyst"
https://www.huffingtonpost.com/entry/brian-houston-father-sex-abuse_n_6005400.html,Hillsong Church Founder Defends Handling Of Father's Sex Abuse Case,RELIGION,,,2014-10-18,Hillsong Church Founder Defends Handling Of Father's Sex Abuse Case  
https://www.huffingtonpost.com/entry/shmitta-the-bibles-soluti_b_5895190.html,Shmitta: The Bible's Solution to America's Debt Problems?,RELIGION,"Where are we now? Income disparity soars, student loans threaten to be the next subprime mortgages, and millions of Americans struggle daily to make ends meet. Unmanageable, crippling debt is still harming millions of American families.","Ari Hart, ContributorRabbi, Co-founder, Uri L'Tzedek: Orthodox Social Justice",2014-09-28,"Shmitta: The Bible's Solution to America's Debt Problems? Where are we now? Income disparity soars, student loans threaten to be the next subprime mortgages, and millions of Americans struggle daily to make ends meet. Unmanageable, crippling debt is still harming millions of American families. Ari Hart, ContributorRabbi, Co-founder, Uri L'Tzedek: Orthodox Social Justice"
https://www.huffingtonpost.com/entry/earths-carbon-core-density_us_5baeb315e4b014374e2df259,"Earth's Core & Carbon: Planetary Center Holds Largest Store Of Common Element, Computer Simulation Suggests",SCIENCE,"Even though the bulk of the core is iron, scientists have surmised it must contain a small amount of lighter elements such",,2012-11-23,"Earth's Core & Carbon: Planetary Center Holds Largest Store Of Common Element, Computer Simulation Suggests Even though the bulk of the core is iron, scientists have surmised it must contain a small amount of lighter elements such "
https://www.huffingtonpost.com/entry/david-clarke-terrill-thomas_us_5908e721e4b0bb2d0872a248,Jurors Want Guards In Sheriff David Clarke's Jail Charged In Dehydration Death,POLITICS,Clarke is reportedly being considered for a DHS post under President Donald Trump.,Ryan J. Reilly,2017-05-02,Jurors Want Guards In Sheriff David Clarke's Jail Charged In Dehydration Death Clarke is reportedly being considered for a DHS post under President Donald Trump. Ryan J. Reilly
https://www.huffingtonpost.com/entry/red-mind-blue-mind-are-th_us_5baead86e4b014374e2d89c7,"Red Mind, Blue Mind: Are There Really Any Independents?",SCIENCE,"How do Independents manage to rise above party politics while the rest of the electorate is divided by ideology? Well, perhaps they don't. New evidence suggests that the label ""Independent"" may imply more objectivity and purity than these Independents deserve.","Wray Herbert, Contributor
Author, 'On Second Thought: Outsmarting Your Mind's Hard-Wired...",2012-05-26,"Red Mind, Blue Mind: Are There Really Any Independents? How do Independents manage to rise above party politics while the rest of the electorate is divided by ideology? Well, perhaps they don't. New evidence suggests that the label ""Independent"" may imply more objectivity and purity than these Independents deserve. Wray Herbert, Contributor
Author, 'On Second Thought: Outsmarting Your Mind's Hard-Wired..."
https://www.huffingtonpost.com/entry/oil-flow-dakota-access-pipeline-standing-rock_us_58c87930e4b09e52f5545d61,First Oil Could Flow Through The Dakota Access Pipeline Next Week,POLITICS,A Native American tribe had argued that an oil-filled pipeline would violate their freedom of religion.,Michael McLaughlin,2017-03-15,First Oil Could Flow Through The Dakota Access Pipeline Next Week A Native American tribe had argued that an oil-filled pipeline would violate their freedom of religion. Michael McLaughlin
https://www.huffingtonpost.com/entry/de-extinction-wooly-mammoth-poll_us_5baeb51ce4b014374e2e2f63,"'De-Extinction' Of Woolly Mammoth & Other Ancient Animals Could Become Reality, Scientists Say",SCIENCE,But DNA from extinct species doesn't need to be preserved in Arctic conditions to be useful to scientists — researchers have,,2013-03-16,"'De-Extinction' Of Woolly Mammoth & Other Ancient Animals Could Become Reality, Scientists Say But DNA from extinct species doesn't need to be preserved in Arctic conditions to be useful to scientists — researchers have "
https://www.huffingtonpost.com/entry/any-half-decent-hacker-could-break-into-mar-a-lago_us_591c8ab6e4b094cdba508d51,Any Half-Decent Hacker Could Break Into Mar-a-Lago,POLITICS,The Trump National Golf Club in New Jersey and the Trump International Hotel in D.C. have the same vulnerabilities.,"Jeff Larson, ProPublica, Surya Mattu, Gizmodo, and Julia Angwin, ProPublica, ProPublica",2017-05-17,"Any Half-Decent Hacker Could Break Into Mar-a-Lago The Trump National Golf Club in New Jersey and the Trump International Hotel in D.C. have the same vulnerabilities. Jeff Larson, ProPublica, Surya Mattu, Gizmodo, and Julia Angwin, ProPublica, ProPublica"
https://www.huffingtonpost.com/entry/the-constitutional-apocalypse_us_58ac2409e4b0417c4066c282,The Constitutional Apocalypse,POLITICS,"If you don't believe state legislatures matter, consider this.","Les Leopold, ContributorExecutive Director, The Labor Institute",2017-02-21,"The Constitutional Apocalypse If you don't believe state legislatures matter, consider this. Les Leopold, ContributorExecutive Director, The Labor Institute"
https://www.huffingtonpost.com/entry/cardinal-dolan-calls-daca-termination-not-christian_us_59af16c4e4b0c50640cd62c0,Cardinal Dolan Calls DACA Termination 'Not Christian' And 'Not American',RELIGION,"“[Ending DACA] turns our beloved immigrants into political hockey pucks, and they shouldn’t be.”","David Hinckley , ContributorEntertainment and pop culture writer",2017-09-05,"Cardinal Dolan Calls DACA Termination 'Not Christian' And 'Not American' “[Ending DACA] turns our beloved immigrants into political hockey pucks, and they shouldn’t be.” David Hinckley , ContributorEntertainment and pop culture writer"
https://www.huffingtonpost.com/entry/was-miami-facechewing-att_us_5baeafd0e4b014374e2dad83,Was Miami Face-Chewing Attack Caused by Cannabis-Induced Psychosis?,SCIENCE,"Toxicology reports released last week by the Miami-Dade Medical Examiner found that there were no traces of bath salts in the body of Rudy Eugene, the ""Miami Cannibal"" who attacked 65-year-old Ronald Poppo under the MacArthur Causeway on May 26.","Noura Ibrahim, Contributor
Science blogger",2012-07-07,"Was Miami Face-Chewing Attack Caused by Cannabis-Induced Psychosis? Toxicology reports released last week by the Miami-Dade Medical Examiner found that there were no traces of bath salts in the body of Rudy Eugene, the ""Miami Cannibal"" who attacked 65-year-old Ronald Poppo under the MacArthur Causeway on May 26. Noura Ibrahim, Contributor
Science blogger"
https://www.huffingtonpost.com/entry/lego-space-station_us_5baeaac0e4b014374e2d577a,Astronaut Builds LEGO Space Station Inside Real One,SCIENCE,"The LEGO station's time fully assembled was short lived however. Due to the flammability hazards, the toy bricks could only",,2012-02-25,"Astronaut Builds LEGO Space Station Inside Real One The LEGO station's time fully assembled was short lived however. Due to the flammability hazards, the toy bricks could only "
https://www.huffingtonpost.com/entry/franklin-graham-ten-commandments-monument-isis_us_561c07b4e4b0e66ad4c8cbc1,"No, Franklin Graham. Removal Of Ten Commandments Monument Is Nothing Like ISIS Rampages",RELIGION,So stop trying to compare them.,Antonia Blumberg,2015-10-12,"No, Franklin Graham. Removal Of Ten Commandments Monument Is Nothing Like ISIS Rampages So stop trying to compare them. Antonia Blumberg"
https://www.huffingtonpost.com/entry/donald-trump-climate_us_58348d49e4b09b6055ff19a3,Donald Trump Now Says Humans Somehow Contribute To Climate Change,POLITICS,"""There is some connectivity.""",Laura Barrón-López,2016-11-22,"Donald Trump Now Says Humans Somehow Contribute To Climate Change ""There is some connectivity."" Laura Barrón-López"
https://www.huffingtonpost.com/entry/what-have-we-become_1_b_6308324.html,What Have We Become?,POLITICS,Americans now have yet another question to ponder. The U.S. has grossly violated international norms of civilized behavior. We have also broken our word.  Why should American's care?,"Dave Pruett, ContributorFormer NASA researcher; Emeritus Professor of Mathematics, Jam...",2014-12-14,"What Have We Become? Americans now have yet another question to ponder. The U.S. has grossly violated international norms of civilized behavior. We have also broken our word.  Why should American's care? Dave Pruett, ContributorFormer NASA researcher; Emeritus Professor of Mathematics, Jam..."
https://www.huffingtonpost.com/entry/ubc-michelle-kunimoto-discovery-exoplanet_us_5759d2b3e4b0e39a28ad076f,This 22-Year-Old Might Have Just Identified 4 New Planets,SCIENCE,"The university student found four ""planet candidates"" outside of our solar system.",Rahel Gebreyes,2016-06-09,"This 22-Year-Old Might Have Just Identified 4 New Planets The university student found four ""planet candidates"" outside of our solar system. Rahel Gebreyes"
https://www.huffingtonpost.com/entry/force-or-choice-american-muslim-marriages_b_5538798.html,Force or Choice? American Muslim Marriages (PHOTOS),RELIGION,American Muslims from across the country share their stories of love and marriage as a matter of choice -- as it should be. They are reflective of the more mainstream American-Muslim experience while also representing a model to be emulated by others.,"Engy Abdelkader, Contributor",2014-07-01,"Force or Choice? American Muslim Marriages (PHOTOS) American Muslims from across the country share their stories of love and marriage as a matter of choice -- as it should be. They are reflective of the more mainstream American-Muslim experience while also representing a model to be emulated by others. Engy Abdelkader, Contributor"
https://www.huffingtonpost.com/entry/5-ways-faith-can-reduce-bullying-empower-victims_us_5989aeafe4b030f0e267c752,5 Ways Faith Can Reduce Bullying And Empower Victims,RELIGION,"“Don't laugh at me, Don't call me names, Don't get your pleasure from my pain. In God's eyes we're all the same, Someday","David Briggs, ContributorDavid Briggs writes the Ahead of the Trend column on religion ...",2017-08-09,"5 Ways Faith Can Reduce Bullying And Empower Victims “Don't laugh at me, Don't call me names, Don't get your pleasure from my pain. In God's eyes we're all the same, Someday David Briggs, ContributorDavid Briggs writes the Ahead of the Trend column on religion ..."
https://www.huffingtonpost.com/entry/houston-muslim-youth-harvey_us_59a9e3d3e4b0dfaafcf07ee4,"On Holiest Day In Islamic Calendar, Houston Muslims Lend A Helping Hand",RELIGION,"""This is going to be an Eid we’re never going to forget.""",Antonia Blumberg,2017-09-02,"On Holiest Day In Islamic Calendar, Houston Muslims Lend A Helping Hand ""This is going to be an Eid we’re never going to forget."" Antonia Blumberg"
https://www.huffingtonpost.com/entry/national-parks-maintenance-backlog-centennial_us_57bf245ee4b02673444ee24e,"Happy 100th Birthday, National Parks! Sorry You're Falling Apart.",POLITICS,The parks enter their second century with a $12 billion backlog of repairs.,Kate Sheppard,2016-08-25,"Happy 100th Birthday, National Parks! Sorry You're Falling Apart. The parks enter their second century with a $12 billion backlog of repairs. Kate Sheppard"
https://www.huffingtonpost.com/entry/philae-comet-batteries_n_6164154.html,Comet Lander Goes Dark,SCIENCE,,,2014-11-15,Comet Lander Goes Dark  
https://www.huffingtonpost.com/entry/sperm-whales-use-heads-as-battering-rams_us_57068ec8e4b053766188f70a,'Moby Dick' May Be More Than Just A Whale Of A Tale,SCIENCE,New research suggests sperm whales can use their huge heads as battering rams against ships and each other.,Lee Speigel,2016-04-09,'Moby Dick' May Be More Than Just A Whale Of A Tale New research suggests sperm whales can use their huge heads as battering rams against ships and each other. Lee Speigel
https://www.huffingtonpost.com/entry/supermoon-wolf-moon-january-2018_us_5a4b3fb1e4b025f99e1d2129,Spectacular Supermoon Gets 2018 Off To A Heavenly Start,SCIENCE,A breathtaking way to begin the year.,Lee Moran,2018-01-02,Spectacular Supermoon Gets 2018 Off To A Heavenly Start A breathtaking way to begin the year. Lee Moran
https://www.huffingtonpost.com/entry/ancient-reef-building-evolution_n_5537418.html,Were Scientists Wrong About Reefs?,SCIENCE,,Macrina Cooper-White,2014-06-28,Were Scientists Wrong About Reefs?  Macrina Cooper-White
https://www.huffingtonpost.com/entry/what-would-jesus-do-what-christians-should-be-saying_us_59977902e4b033e0fbdec425,What Christians SHOULD Be Saying About Charlottesville,RELIGION,"I’m perplexed by intelligent, God-fearing, law-abiding Christians who are confused by what side of the line our faith should place us on.","Calvalyn Day, ContributorWife. Mom. Family and Business Coach. Believer. Lover of Coffee.",2017-08-19,"What Christians SHOULD Be Saying About Charlottesville I’m perplexed by intelligent, God-fearing, law-abiding Christians who are confused by what side of the line our faith should place us on. Calvalyn Day, ContributorWife. Mom. Family and Business Coach. Believer. Lover of Coffee."
https://www.huffingtonpost.com/entry/bigfoot-cultures-wild-man-myth_us_5baeaf70e4b014374e2da655,"Bigfoot Versions Differ Across Cultures, But Rooted In Common 'Wild Man' Myth, Expert Suggests",SCIENCE,"More than a quarter of Americans believe in Bigfoot, a recent poll found. They claim this legendary bipedal ape, a ""long",,2012-06-23,"Bigfoot Versions Differ Across Cultures, But Rooted In Common 'Wild Man' Myth, Expert Suggests More than a quarter of Americans believe in Bigfoot, a recent poll found. They claim this legendary bipedal ape, a ""long "
https://www.huffingtonpost.com/entry/trump-travel-ban-blog_us_589df3ace4b094a129eaa406,Trump Approvingly Plugs Blog That Called His Travel Ban 'Incompetent Malevolence',POLITICS,"The president watches cable news, but he doesn't seem to have read the legal blog he cited.",Cristian Farias,2017-02-10,"Trump Approvingly Plugs Blog That Called His Travel Ban 'Incompetent Malevolence' The president watches cable news, but he doesn't seem to have read the legal blog he cited. Cristian Farias"
https://www.huffingtonpost.com/entry/earth-time-lapse-nasa-epic_us_578ff7bae4b0fc06ec5b9b0a,Watch A Year Flash Before Your Eyes From 1 Million Miles Away,SCIENCE,"Guys, that's our whole world.",Chris D'Angelo,2016-07-21,"Watch A Year Flash Before Your Eyes From 1 Million Miles Away Guys, that's our whole world. Chris D'Angelo"
https://www.huffingtonpost.com/entry/caffeine-crystals-electron-microscope-photo_us_5baebc8ce4b014374e2eb106,Caffeine Crystals Under An Electron Microscope Look Right Out Of Willy Wonka's World (PHOTO),SCIENCE,There's no disputing his last point. The FDA says 90 percent of people in the world consume caffeine in some form. In the,David Freeman,2013-11-29,Caffeine Crystals Under An Electron Microscope Look Right Out Of Willy Wonka's World (PHOTO) There's no disputing his last point. The FDA says 90 percent of people in the world consume caffeine in some form. In the David Freeman
https://www.huffingtonpost.com/entry/yahoo-hackers-charges-doj_us_58c94fb0e4b01c029d77efc9,2 Russian Officials Charged In Massive Yahoo Hack,POLITICS,"They worked with two others to access the content of 6,500 accounts, the Justice Department said.",Ryan Grenoble and Ryan J. Reilly,2017-03-15,"2 Russian Officials Charged In Massive Yahoo Hack They worked with two others to access the content of 6,500 accounts, the Justice Department said. Ryan Grenoble and Ryan J. Reilly"
