text,label
Trump Loved Hacks. But Now They're Hitting His People — And Anyone Could Be Next. The hackers are improving their strategies for stealing private emails to sway public actions. Jessica Schulberg and Paul Blumenthal,0
How Pope Francis' Pilgrimage To The Holy Land Could Be A Turning Point In Christian-Muslim Relations  Jaweed Kaleem,1
"September 11 Memorial: Migrating Bird Flocks May Pass Over Ceremony If Weather Holds As a result, disoriented birds can collide with one another and with structures.    New birds are expected to continue traveling ",2
5 Lessons From The Resignation Of Bishop Robert Finn  ,1
"After Children Marched For Their Lives, Pope Francis Urged Young People To ‘Keep Shouting’ At a solemn Palm Sunday service, the pope urged young people to not allow older generations to silence their voices. Philip Pullella, Reuters",1
"Gay Rights Activist, MLK Mentor To Be Honored In LGBT Celebration  ",1
"'De-Extinction' Of Woolly Mammoth & Other Ancient Animals Could Become Reality, Scientists Say But DNA from extinct species doesn't need to be preserved in Arctic conditions to be useful to scientists — researchers have ",2
"New Orleans Prosecutor Used Fake Subpoena To Pressure Teenage Molestation Victim, Lawyer Says The documents had no legal authority. They were a ruse, essentially, to coax reluctant witnesses to talk to prosecutors. The Lens, ContributorAn investigative newsroom focused on New Orleans and the Gulf ...",0
"Alone In A Room Full Of Science Writers You've probably seen this photo of a little black boy patting President Obama's head. Yes, the photo is adorable and yes ",2
The Unexpected Reason It's Healthy To Feel Shame Evolutionary psychologists explain why we sometimes get that sinking feeling of not being good enough. Carolyn Gregoire,2
"Bigfoot Versions Differ Across Cultures, But Rooted In Common 'Wild Man' Myth, Expert Suggests More than a quarter of Americans believe in Bigfoot, a recent poll found. They claim this legendary bipedal ape, a ""long ",2
"When Did We Get to Be Better than God? God loves Muslims as much as Christians, LGBTQ people as much as straight folks, immigrants and refugees as much as US citizens, poor people as much as the rich. We should be exceedingly suspicious of any God who is more intellectually rigid than we are, who disapproves of all the same people we disapprove of. Derek Penwell, ContributorAuthor; Editor; Speaker; Activist",1
"Christians, It's Time To Care About Our Planet I was raised in the church,  home schooled by (then) Republican parents, and often heard from the pulpit growing up that Kimberly Poovey, ContributorWriter, speaker, survivor, and warrior mom. Find her at: www....",1
California May Require Businesses To Switch To Electronic Receipts An effort to cut back on wasteful paper receipts has cleared its first hurdle. Lydia O'Connor,0
"Meet The Colachos, Men Who Jump Over Babies During Feast Of Corpus Christi  ",1
Giant Ken Burns Fan Ron Johnson Once Tried To Defund PBS The GOP senator says students would learn more from Burns' documentaries than from teachers. Laura Barrón-López,0
"Changing a Church The opportunity now exists for the Episcopal Church to set a different example for how the future might unfold -- not just for itself, but for all the mainline churches. The way of doing that is not to focus on the top, but rather on the bottom, of the structure. Mark D. W. Edington, ContributorA writer, publisher, social entrepreneur, and pastor.",1
"Donald Trump Now Says Humans Somehow Contribute To Climate Change ""There is some connectivity."" Laura Barrón-López",0
HUFFPOLLSTER: How Much Will Donald Trump’s Latest Scandal Hurt Him? It’s too early to tell what effect the lewd recording and the debate will have on the race. Natalie Jackson and Ariel Edwards-Levy,0
"Rabbi Jonathan Sacks On What It Takes To End Violence In God's Name His new book is a call to all the faiths to make space for the religious “other.” Lauren Markoe, Religion News Service",1
"Sunday Roundup This week brought a surprise: In a time of rampant division, we saw an entire people -- or at least 55 percent of them -- choose unity instead. On Thursday, 3.6 million Scots went to the polls and chose not to change Great Britain to Somewhat Less Great Britain by voting against severing their 307-year union. Now, after the celebratory champagne and haggis (or whatever one drinks with haggis), comes the hard work of ironing out a new division of power. Less surprising was the continued upheaval in the NFL, as yet another player was arrested for domestic violence. On Friday, Commissioner Roger Goodell pledged to ""make changes"" and ""do better."" But the uniformly negative response to Goodell's fumbled press conference makes it clear that this NFL season will continue to be defined more by what happens off the field than on it. Arianna Huffington, Contributor",0
Can Religion And Politics Mix For Good Rather Than Evil?  ,1
Extreme Measures Americans Are Already Taking Before Pope Visit Ever slept in a zoo? Antonia Blumberg,1
"150 Years Since Ulysses S. Grant's Superstition Won a War The Overland campaign was one of the most decisive campaigns in American history on the 150th anniversary. Jonathan Hobratsch, ContributorEnglish Professor. Poetry Editor. Writer.",0
"Nancy Pelosi Says Republicans Are 'Stonewalling' Investigation Into Trump's Russia Ties “The public is owed the truth."" Igor Bobic",0
"Dust Mites Study Shows Reversible Evolution Is A Reality & Contradicts 'Dollo's Law' Some colleagues have yet to completely warm up to the study's idea. ""Are we being laughed at by people? No,"" OConnor told Meredith Bennett-Smith",2
Paul Ryan Says There Will Be No Immigration Reform Under Obama The newly elected speaker says the president can't be trusted. Sam Stein,0
"Federal Judge Refuses To Block Mississippi Anti-LGBT Law GOP Gov. Phil Bryant, signed into law the wide-reaching measure in April, which supporters called necessary to protect businesses and individuals seeking to exercise their religious views. ",0
The Little Question That Fueled Actor's Big Push For Plain-Spoken Science  David Freeman,2
Protesters Rally Against Confederate Flag At South Carolina Statehouse  Chris McGonigal,0
"How Can A Person Of Science Believe In A God? Human beings are a species that constantly look for order and reason in the universe (we’re looking at you Neil Degrasse Outspeak, ContributorOutspeak™ is the opinion outlet for digital storytellers every...",1
Caffeine Crystals Under An Electron Microscope Look Right Out Of Willy Wonka's World (PHOTO) There's no disputing his last point. The FDA says 90 percent of people in the world consume caffeine in some form. In the David Freeman,2
"Time to Equalize Islam To tell women to pray at home, especially during the last ten nights of Ramadan, is dehumanizing.  I am not a houseplant or a goldfish to be left by the window. Coming of Faith, ContributorComing of Faith is a media company by diverse millennial women...",1
"'Science: It's A Girl Thing!' VIDEO By EU Commission Promotes STEM For Women, Sparks Outcry ""This campaign will show women and girls that science does not just mean old men in white coats,"" Maire Geoghegan-Quinn, the ",2
"Myth Breaking in Physics Opening up your life to a camera crew is intrusive, but I did so for Particle Fever, a documentary about particle physics, because I am determined to see one major myth broken: that physics means math. Monica Dunford, ContributorPhysicist, Kirchhoff-Institute for Physics at the University o...",2
Teen Weed Users May Face High Risk For Dependence  David Freeman,2
Spectacular Supermoon Gets 2018 Off To A Heavenly Start A breathtaking way to begin the year. Lee Moran,2
Latino Democrats Arrested Protesting Trump On Immigration They called for legislation granting legal status to young undocumented immigrants who came to the U.S. as children. Elise Foley,0
"Remote Coral Reefs, Such As Scott Reef, May Recover From Bleaching Due To Isolation, Scientists Say ScienceNOW, the daily online news service of the journal Science Back in 1998, Scott Reef was a ghost town. Rising ocean Jacqueline Howard",2
"Trump Will Not Campaign For Roy Moore In Alabama, White House Says Trump has expressed implicit support for the alleged sexual predator. Marina Fang",0
"How Should The Media Refer To Donald Trump When He Defames The Central Park Five? A shadow editing assist for CNN, which is confused. Jason Linkins",0
"Senator Tammy Baldwin: A Fighter For The People These days, the little guy is always left with the short end of the stick. Nowhere is that more evident than in Congress Tiffany Muller, ContributorPresident, End Citizens United",0
"In Katrina's Aftermath, Psychologists Find Trauma As Well As Resilience ""Natural disasters and other traumatic events could be engines of growth."" Carolyn Gregoire",2
It’s Time for Welfare Reform Again A battle between a fiercely progressive presidential candidate and an only slightly less fiercely progressive presidential ,0
"Be Bold in Our Support for Women and Families Be Bold. I cannot think of a better call to action for people of faith who care about reproductive health, rights and justice. Rev. Darcy Baxter, ContributorMinister, repro-&-family-justice activist, thea/ologian. Bridg...",1
A Frightening Proposal To Intern Muslim Americans Terrorist violence can make the previously unthinkable suddenly seem acceptable. The levels of surveillance introduced after ,1
"Replace the Modern Synthesis (Neo-Darwinism): An Interview With Denis Noble Denis Noble's understanding of music is clearly reflected in the elegance with which he communicates science.  Maybe that's partly why he was invited to China to talk about evolution and the need to move beyond neo-Darwinism. (Noble prefers the term ""modern synthesis."") Suzan Mazur, ContributorAuthor, 'The Origin of Life Circus:  A How To Make Life Extrav...",2
"A Time of Vigilance in the Ukraine We are challenged these days by the ugly reminders of anti-Semitism on both sides of the Ukrainian conflict and, of course, so recently in our own backyard. We must both remain vigilant against those who would do us harm and anticipate not increasing danger but redemption and peace. Rabbi Michael Bernstein, ContributorCongregation Gesher L’Torah",1
White House Celebrates 25th Anniversary Of National Recovery Month  Paige Lavender,0
"Mercer Family Sides With Trump, Distances Itself From Steve Bannon The family is reportedly considering dropping Bannon from his post overseeing Breitbart. Ryan Grenoble",0
"Trump’s '72%' Number From Banned Nations Misstates What’s Going On The refugees from the seven nations had long been in the pipeline, and almost none entered in the week after he signed his order. S.V. Date",0
Nevada Speaker-Elect Steps Down After Racist Writings Emerge  Amanda Terkel,0
How One Member Of Congress Gets Away From It All  Matt Sledge,0
Here's A Genius Way To Respond To Anti-Semitism All it requires is some paint and a brush. Lee Moran,1
"Why Do Kettles Whistle? Science Has An Answer The high-pitched note emitted by hot kettles has puzzled scientists for more than a century, but thanks to two steamed-up Ryan Grenoble",2
"Chuck Schumer Says Senate Democrats Are Open To Single-Payer Health Care The Democratic party was ""too cautious"" in the past, he said. Mollie Reilly",0
"Garbage In, Garbage Out:  A Flawed Study Cannot Measure the Value of Mammograms A study denouncing the value of mammography tore through the news cycle last week, leading many women to once again question the need for these breast cancer screenings. What was left out of many of the media reports are serious doubts about the validity of this study. Marisa Weiss, M.D., Contributor
Director of Breast Health Outreach & Breast Radiation Onco...",2
Obama Takes Stand Against Populist Candidate In French Election His support of centrist Emmanuel Macron is his first endorsement since leaving office. Willa Frej,0
"The Moon, Venus And Comet Catalina Shine In Beautiful Space Photograph The captivating shot was taken from a farmer's field in Georgia. Lee Moran",2
"5 Ways Faith Can Reduce Bullying And Empower Victims “Don't laugh at me, Don't call me names, Don't get your pleasure from my pain. In God's eyes we're all the same, Someday David Briggs, ContributorDavid Briggs writes the Ahead of the Trend column on religion ...",1
"Female Trainees In The Sciences Report Harassment And Assault Our main findings -- that women trainees were disproportionately targeted for abuse, and that targets generally felt they had few avenues to report or resolve these problems -- suggest that at least some science field sites are neither safe nor inclusive. Julienne Rutherford, Kate Clancy, Robin G. Nelson, and Katie Hinde, Contributors",2
"European Mars Mission Suspended For This Year, Due To War In Ukraine The European Space Agency confirmed Thursday that it’s indefinitely suspending its ExoMars rover mission with partner Roscosmos, Russia’s state space corporation. John Leicester, AP",0
Twitter Critics Mock CPAC For 'Formally Not Inviting' Mitt Romney After Witness Vote One suggests the Conservative Political Action Conference might want to fill his imagined empty seat with a white supremacist. Mary Papenfuss,0
Elizabeth Warren Calls Out Senate Republicans' Hypocrisy On Trump Republicans are criticizing Donald Trump while keeping a Supreme Court seat open in hopes he'll become president. Mollie Reilly,0
Pennsylvania's Congressional Delegation Will No Longer Be All Men It looks like at least one woman will be heading to Washington from the state. Amanda Terkel,0
A CD Shattering Into Smithereens Is Surprisingly Stunning  Macrina Cooper-White,2
Ben Carson Thinks The Typical Democrat Is 'Uninformed' He said it while attacking Hillary Clinton. Samantha Lachman,0
Scientists May Have Found 'Internal Fountain Of Youth'  David Freeman,2
The Best Astronomy Photos Of 2016 Are Simply Stellar See for yourself! David Freeman,2
"The Incredible Story Of How America Saved A National Treasure From Extinction There are few creatures in the world as majestic as the bald eagle. That’s part of the reason that, out of all of the animals ",2
Conservative Senate Democrat Who Backs Trump’s Agenda Defeats Progressive Challenger Sen. Joe Manchin of West Virginia has voted with Trump 61 percent of the time. Alexander C. Kaufman,0
"Daily Meditation: Sabbath We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness Antonia Blumberg",1
Group Conducts Mass Resignation From LDS Church  Antonia Blumberg,1
"Monster Galaxies Feed Less Off Neighboring Galaxies Over Time, Study Finds Follow Megan Gannon on Twitter and Google+. Follow us @SPACEdotcom, Facebook or Google+. Originally published on SPACE.com Space.com, Space.com",2
Mercury Meteorite? Green Space Rock Found In Morocco May Be First From Innermost Planet NWA 7325 has a lower magnetic intensity — the magnetism passed from a cosmic body's magnetic field into a rock — than any ,2
"Tears For Zakir Khan I reached out to Khan when I was poor. However, he did not reach out to me when he became poor. In fact, I have received Rashidul Bari, ContributorA Servant of Education",1
